Term,Date,Value
Neighborhood changes,1/1/2010,0
Neighborhood changes,2/1/2010,0
Neighborhood changes,3/1/2010,1.1755554024920347
Neighborhood changes,4/1/2010,1.3360142427560393
Neighborhood changes,5/1/2010,0
Neighborhood changes,6/1/2010,0
Neighborhood changes,7/1/2010,0
Neighborhood changes,8/1/2010,0
Neighborhood changes,9/1/2010,0
Neighborhood changes,10/1/2010,0
Neighborhood changes,11/1/2010,0
Neighborhood changes,12/1/2010,0
Neighborhood changes,1/1/2011,0
Neighborhood changes,2/1/2011,0
Neighborhood changes,3/1/2011,0
Neighborhood changes,4/1/2011,0
Neighborhood changes,5/1/2011,0
Neighborhood changes,6/1/2011,0
Neighborhood changes,7/1/2011,0
Neighborhood changes,8/1/2011,0
Neighborhood changes,9/1/2011,1.1514252286629658
Neighborhood changes,10/1/2011,0
Neighborhood changes,11/1/2011,0
Neighborhood changes,12/1/2011,0
Neighborhood changes,1/1/2012,0
Neighborhood changes,2/1/2012,0
Neighborhood changes,3/1/2012,0
Neighborhood changes,4/1/2012,0.818520692712837
Neighborhood changes,5/1/2012,0
Neighborhood changes,6/1/2012,0
Neighborhood changes,7/1/2012,0
Neighborhood changes,8/1/2012,0
Neighborhood changes,9/1/2012,0.6487134721674349
Neighborhood changes,10/1/2012,0.6895229446548229
Neighborhood changes,11/1/2012,0.5480622105250484
Neighborhood changes,12/1/2012,0.5149802137076098
Neighborhood changes,1/1/2013,0.6759116385759579
Neighborhood changes,2/1/2013,0.9171833777336432
Neighborhood changes,3/1/2013,0.5500851502662468
Neighborhood changes,4/1/2013,0.791249189800797
Neighborhood changes,5/1/2013,0.6474777395178868
Neighborhood changes,6/1/2013,0
Neighborhood changes,7/1/2013,0.7130949216778204
Neighborhood changes,8/1/2013,0
Neighborhood changes,9/1/2013,0.6376806474418318
Neighborhood changes,10/1/2013,0.5957808570050218
Neighborhood changes,11/1/2013,0
Neighborhood changes,12/1/2013,0.6197692211116611
Neighborhood changes,1/1/2014,0
Neighborhood changes,2/1/2014,0
Neighborhood changes,3/1/2014,0.6218989528426758
Neighborhood changes,4/1/2014,0.7996026017631173
Neighborhood changes,5/1/2014,1.0737694449239794
Neighborhood changes,6/1/2014,0
Neighborhood changes,7/1/2014,0.5379988073441072
Neighborhood changes,8/1/2014,0
Neighborhood changes,9/1/2014,0
Neighborhood changes,10/1/2014,0.6412917554070976
Neighborhood changes,11/1/2014,0.5125142869700704
Neighborhood changes,12/1/2014,0.4975435007987845
Neighborhood changes,1/1/2015,0
Neighborhood changes,2/1/2015,0.6559791882677946
Neighborhood changes,3/1/2015,0.9599085861984036
Neighborhood changes,4/1/2015,1.0278027989622087
Neighborhood changes,5/1/2015,0.7836337613305672
Neighborhood changes,6/1/2015,0
Neighborhood changes,7/1/2015,0
Neighborhood changes,8/1/2015,0.5343521073580361
Neighborhood changes,9/1/2015,0.4853493590624905
Neighborhood changes,10/1/2015,0
Neighborhood changes,11/1/2015,0.8411999198818566
Neighborhood changes,12/1/2015,0.4737387791647655
Neighborhood changes,1/1/2016,0.6888171964687965
Neighborhood changes,2/1/2016,0.5716990287553404
Neighborhood changes,3/1/2016,0.9367455619416138
Neighborhood changes,4/1/2016,0.9196714841687861
Neighborhood changes,5/1/2016,1.1666068379154362
Neighborhood changes,6/1/2016,0.6682798944869062
Neighborhood changes,7/1/2016,0.7720523128341023
Neighborhood changes,8/1/2016,0.4736365714069084
Neighborhood changes,9/1/2016,0.5047031751301597
Neighborhood changes,10/1/2016,0.7452795426994475
Neighborhood changes,11/1/2016,0.9800425920579382
Neighborhood changes,12/1/2016,0.718412728088518
Neighborhood changes,1/1/2017,0.6513814617537944
Neighborhood changes,2/1/2017,0.9931575026255498
Neighborhood changes,3/1/2017,1.0712720928389081
Neighborhood changes,4/1/2017,1.0175250649953593
Neighborhood changes,5/1/2017,0.8918181118962751
Neighborhood changes,6/1/2017,0.5825615335592995
Neighborhood changes,7/1/2017,0.4932650822716319
Neighborhood changes,8/1/2017,0.6037802232788486
Neighborhood changes,9/1/2017,0.7799407774616441
Neighborhood changes,10/1/2017,0.8287537482048702
Neighborhood changes,11/1/2017,1.232103826088762
Neighborhood changes,12/1/2017,0.5549528856974838
Neighborhood changes,1/1/2018,1.1000845733902167
Neighborhood changes,2/1/2018,0.9148040528922075
Neighborhood changes,3/1/2018,1.107700882077139
Neighborhood changes,4/1/2018,0.8653559730228718
Neighborhood changes,5/1/2018,0.9310956322501514
Neighborhood changes,6/1/2018,0.9542881163070089
Neighborhood changes,7/1/2018,0.6283961171545667
Neighborhood changes,8/1/2018,0.7237813739300167
Neighborhood changes,9/1/2018,1.0942121644095937
Neighborhood changes,10/1/2018,0.9593714578615086
Neighborhood changes,11/1/2018,0.9724938329846777
Neighborhood changes,12/1/2018,0.9885711949616324
Neighborhood changes,1/1/2019,0.9664350821695922
Neighborhood changes,2/1/2019,1.0232746167555982
Neighborhood changes,3/1/2019,1.2432172822921563
Neighborhood changes,4/1/2019,1.101880735199436
Neighborhood changes,5/1/2019,1.0479836083061704
Neighborhood changes,6/1/2019,0.6168263390538604
Neighborhood changes,7/1/2019,0.6177377970644389
Neighborhood changes,8/1/2019,0.5816548626228321
Neighborhood changes,9/1/2019,1.3449591671408259
Neighborhood changes,10/1/2019,1.5172306185773448
Neighborhood changes,11/1/2019,0.9413070329235325
Neighborhood changes,12/1/2019,0.9722123108919786
Neighborhood changes,1/1/2020,0.9439273474460507
Neighborhood changes,2/1/2020,1.3548856411388122
Neighborhood changes,3/1/2020,0.9885373902915501
Neighborhood changes,4/1/2020,1.3526484268534777
Neighborhood changes,5/1/2020,1.5012504055362528
Neighborhood changes,6/1/2020,1.2377531964652126
Neighborhood changes,7/1/2020,1.1543312410410103
Neighborhood changes,8/1/2020,0.4952871870832958
Neighborhood changes,9/1/2020,1.6144214244765314
Neighborhood changes,10/1/2020,1.3336678628801724
Neighborhood changes,11/1/2020,1.2619278302632113
Neighborhood changes,12/1/2020,1.2900165618609662
Neighborhood changes,1/1/2021,1.1417180862908662
Neighborhood changes,2/1/2021,1.426391760377872
Neighborhood changes,3/1/2021,1.4457293670852165
Neighborhood changes,4/1/2021,1.6374232373697573
Neighborhood changes,5/1/2021,1.9157831551619193
Neighborhood changes,6/1/2021,0.8029059947298309
Neighborhood changes,7/1/2021,0.7610749219701852
Neighborhood changes,8/1/2021,0.4994895211576127
Neighborhood changes,9/1/2021,1.2912490673288943
Neighborhood changes,10/1/2021,1.1671983381418036
Neighborhood changes,11/1/2021,1.9713117512500768
Neighborhood changes,12/1/2021,1.4429605541464265
Neighborhood changes,1/1/2022,1.554667950368351
Neighborhood changes,2/1/2022,1.7895661217443004
Neighborhood changes,3/1/2022,2.0668040579379805
Neighborhood changes,4/1/2022,2.5297070836549684
Neighborhood changes,5/1/2022,2.189837788137239
Neighborhood changes,6/1/2022,1.3970753517641077
Neighborhood changes,7/1/2022,0.8990584539051599
Neighborhood changes,8/1/2022,1.1549742058116403
Neighborhood changes,9/1/2022,2.2657804210185324
Neighborhood changes,10/1/2022,2.1208347773879743
Neighborhood changes,11/1/2022,2.0927883117467743
Neighborhood changes,12/1/2022,1.5785035709417947
Neighborhood changes,1/1/2023,1.8155287804992042
Neighborhood changes,2/1/2023,3.0542629417819027
